Category_Value,Count
zip:67865,2045
zip:67871,261495
zip:67877,2979
zip:67878,4852
zip:67879,856
zip:67880,6373
zip:67901,307332
zip:67950,16560
zip:67951,3528
zip:67952,27998
zip:67954,1910
zip:68002,44278
zip:68003,71488
zip:68005,169108
zip:68007,86499
zip:68008,21060
zip:68022,101750
zip:68023,2452
zip:68025,174810
zip:68026,170791
zip:68028,13206
zip:68030,27952
zip:68031,3366
zip:68037,111777
zip:68038,4201
zip:68045,9230
zip:68046,286144
zip:68048,290738
zip:68059,5298
zip:68061,10168
zip:68064,45100
zip:68066,13354
zip:68067,67377
zip:68069,5542
zip:68073,21074
zip:68102,29446
zip:68104,1413852
zip:68105,304516
zip:68106,589709
zip:68107,692632
zip:68108,169111
zip:68110,7040
zip:68111,1255358
zip:68112,108563
zip:68114,253367
zip:68116,305506
zip:68117,58723
zip:68118,38536
zip:68122,246017
zip:68123,392945
zip:68124,224994
zip:68127,223636
zip:68128,82635
zip:68130,79159
zip:68131,108649
zip:68132,415057
zip:68133,28902
zip:68134,466493
zip:68135,105561
zip:68136,70985
zip:68137,444733
zip:68138,53211
zip:68142,11716
zip:68144,687964
zip:68147,12824
zip:68152,61827
zip:68154,373250
zip:68157,2948
zip:68164,516330
zip:68197,12690
zip:68305,571
zip:68310,93776
zip:68313,3689
zip:68317,2258
zip:68319,3327
zip:68327,4715
zip:68331,5802
zip:68333,13554
zip:68339,132434
zip:68341,4944
zip:68347,48632
zip:68351,5804
zip:68354,39222
zip:68355,103411
zip:68358,9177
zip:68359,3821
zip:68361,20037
zip:68370,175694
zip:68371,25695
zip:68372,1353
zip:68404,8226
zip:68405,26685
zip:68410,140336
zip:68415,16908
zip:68418,10419
zip:68422,44408
zip:68434,29295
zip:68436,5246
zip:68454,13212
zip:68462,37445
zip:68464,11083
zip:68467,47117
zip:68502,164886
zip:68503,94692
zip:68504,63688
zip:68505,333224
zip:68506,130207
zip:68507,257325
zip:68508,49396
zip:68510,74466
zip:68512,15223
zip:68516,858782
zip:68521,775181
zip:68522,147388
zip:68523,159
zip:68528,13386
zip:68601,172695
zip:68620,60805
zip:68629,69693
zip:68632,2475
zip:68633,9518
zip:68640,15478
zip:68641,15311
zip:68642,4415
zip:68643,52901
zip:68652,5842
zip:68661,48335
zip:68666,31204
zip:68701,300741
zip:68713,9488
zip:68714,4492
zip:68715,3402
zip:68718,7562
zip:68722,4433
zip:68727,4064
zip:68729,25985
zip:68739,30616
zip:68740,7122
zip:68748,18863
zip:68752,122244
zip:68756,14720
zip:68757,3846
zip:68760,72774
zip:68763,13785
zip:68767,32658
zip:68769,4416
zip:68770,12705
zip:68776,80707
zip:68777,2967
zip:68778,9700
zip:68779,126387
zip:68783,39081
zip:68787,95710
zip:68788,6811
zip:68801,271784
zip:68803,216547
zip:68814,13583
zip:68818,71193
zip:68822,7125
zip:68823,5077
zip:68824,31790
zip:68825,32450
zip:68826,164134
zip:68831,7207
zip:68832,4716
zip:68836,39472
zip:68840,24679
zip:68845,268138
zip:68847,436913
zip:68850,103042
zip:68856,83382
zip:68862,33753
zip:68865,1168
zip:68866,11804
zip:68901,397607
zip:68920,26309
zip:68922,34382
zip:68926,8226
zip:68930,10307
zip:68932,7903
zip:68933,13273
zip:68937,36783
zip:68938,2172
zip:68939,5200
zip:68940,9177
zip:68941,1380
zip:68950,8475
zip:68955,7558
zip:68957,36188
zip:68959,21768
zip:68961,32162
zip:68967,47570
zip:68970,87316
zip:68978,47921
zip:68981,15685
zip:68982,29737
zip:69001,123274
zip:69020,8651
zip:69021,6307
zip:69025,29416
zip:69033,29113
zip:69043,9010
zip:69044,1951
zip:69046,12041
zip:69101,363980
zip:69123,40042
zip:69130,15518
zip:69138,40021
zip:69140,16613
zip:69142,4840
zip:69143,24291
zip:69144,22818
zip:69147,14569
zip:69153,233772
zip:69154,5726
zip:69155,2184
zip:69162,342369
zip:69163,530
zip:69169,65143
zip:69170,1919
zip:69201,105144
zip:69216,1080
zip:69301,147201
zip:69333,7357
zip:69336,27649
zip:69337,3459
zip:69341,234759
zip:69343,70548
zip:69358,20702
zip:69360,7722
zip:69361,489112
zip:70001,1226695
zip:70002,165023
zip:70003,716442
zip:70005,474258
zip:70006,235556
zip:70030,64731
zip:70032,126966
zip:70033,3340
zip:70037,145925
zip:70041,1500
zip:70043,1022483
zip:70047,333311
zip:70049,99294
zip:70051,9525
zip:70052,568419
zip:70053,269171
zip:70056,1425859
zip:70057,42965
zip:70058,1603992
zip:70062,64958
zip:70065,2068579
zip:70067,7486
zip:70068,1802216
zip:70070,569940
zip:70071,38830
zip:70072,3233595
zip:70075,48087
zip:70084,218112
zip:70085,38417
zip:70087,182059
zip:70090,302176
zip:70092,41506
zip:70094,738429
zip:70112,239850
zip:70113,525310
zip:70114,725903
zip:70115,1020152
zip:70116,113371
zip:70117,8078384
zip:70118,1393085
zip:70119,11197650
zip:70121,393993
zip:70122,11101658
zip:70123,1067540
zip:70124,311343
zip:70125,687068
zip:70126,2096838
zip:70127,1459075
zip:70128,652057
zip:70129,70580
zip:70130,1084361
zip:70131,979579
zip:70148,10776
zip:70152,87540
zip:70184,34906
zip:70301,3323664
zip:70339,76299
zip:70343,7225
zip:70344,22416
zip:70345,353283
zip:70346,961954
zip:70354,7181
zip:70360,1249732
zip:70361,4532
zip:70363,352286
zip:70364,1236197
zip:70373,272444
zip:70374,91873
zip:70380,803102
zip:70390,32045
zip:70392,978825
zip:70394,206829
zip:70401,680556
zip:70403,3289392
zip:70420,5849
zip:70422,141547
zip:70427,989716
zip:70433,1080681
zip:70435,459898
zip:70437,66982
zip:70438,175176
zip:70441,148187
zip:70443,62092
zip:70444,187363
zip:70445,46357
zip:70446,43688
zip:70447,147381
zip:70448,1296459
zip:70452,55546
zip:70454,1128676
zip:70455,9006
zip:70458,1140844
zip:70460,388154
zip:70461,957043
zip:70466,34804
zip:70471,197603
zip:70501,1347297
zip:70503,936047
zip:70506,1267805
zip:70507,680862
zip:70508,1935168
zip:70510,1016538
zip:70512,377070
zip:70515,105867
zip:70516,68493
zip:70517,1380001
zip:70518,449654
zip:70520,508978
zip:70525,126462
zip:70526,600903
zip:70528,16527
zip:70529,127176
zip:70531,36081
zip:70532,823
zip:70533,42525
zip:70535,468101
zip:70538,793422
zip:70541,26443
zip:70542,105725
zip:70543,10090
zip:70544,149218
zip:70546,369733
zip:70548,142965
zip:70549,160815
zip:70554,75050
zip:70555,5779
zip:70559,1507
zip:70560,1873634
zip:70563,281880
zip:70570,2393986
zip:70577,8055
zip:70578,263042
zip:70582,252101
zip:70583,280666
zip:70584,537965
zip:70586,2763689
zip:70589,1508
zip:70592,558398
zip:70601,1476560
zip:70605,1514957
zip:70607,163350
zip:70611,483152
zip:70615,13155
zip:70633,20669
zip:70634,542443
zip:70645,43186
zip:70647,4205
zip:70648,127936
zip:70656,17102
zip:70657,35961
zip:70660,9601
zip:70663,949987
zip:70665,186629
zip:70668,2988
zip:70669,206009
zip:70706,350878
zip:70710,258615
zip:70711,27709
zip:70714,1030929
zip:70719,291248
zip:70722,168914
zip:70726,2387561
zip:70734,40904
zip:70737,2904562
zip:70739,157456
zip:70740,58588
zip:70748,73965
zip:70754,138675
zip:70755,185927
zip:70756,875
zip:70757,66313
zip:70760,1219818
zip:70763,153989
zip:70764,1424045
zip:70767,876980
zip:70769,1573950
zip:70770,21629
zip:70775,184722
zip:70776,63051
zip:70777,23252
zip:70783,70270
zip:70785,173804
zip:70788,64030
zip:70791,1662051
zip:70801,102094
zip:70802,645773
zip:70805,2962707
zip:70806,2244725
zip:70807,376936
zip:70808,1304055
zip:70809,788436
zip:70810,1672721
zip:70811,537448
zip:70812,1748527
zip:70814,893087
zip:70815,1842830
zip:70816,1451384
zip:70817,1232488
zip:70818,295594
zip:70819,28976
zip:70820,139286
zip:71001,87498
zip:71006,189149
zip:71018,9425
zip:71019,161373
zip:71028,49583
zip:71030,16068
zip:71032,20137
zip:71033,46352
zip:71037,89649
zip:71038,161255
zip:71040,224394
zip:71047,1350
zip:71051,1222
zip:71052,1437787
zip:71055,926800
zip:71064,126139
zip:71068,8988
zip:71069,3729
zip:71071,7848
zip:71075,528441
zip:71078,47058
zip:71082,236636
zip:71101,210943
zip:71103,242134
zip:71104,1782266
zip:71105,2769834
zip:71106,3831424
zip:71107,1306434
zip:71108,631745
zip:71109,705916
zip:71111,2512285
zip:71112,585263
zip:71115,518218
zip:71118,2814080
zip:71119,967946
zip:71129,146318
zip:71150,1405
zip:71201,2673991
zip:71202,1534628
zip:71203,5372524
zip:71220,1447163
zip:71222,119098
zip:71225,99358
zip:71227,55198
zip:71229,168458
zip:71232,32357
zip:71234,132325
zip:71235,28645
zip:71238,8416
zip:71241,262538
zip:71245,327
zip:71251,100178
zip:71254,327987
zip:71259,9369
zip:71261,49093
zip:71263,243636
zip:71269,452788
zip:71270,2615830
zip:71280,125376
zip:71282,141381
zip:71286,28265
zip:71291,1787605
zip:71292,568742
zip:71295,556171
zip:71301,853598
zip:71302,241498
zip:71303,1316743
zip:71322,418763
zip:71327,280913
zip:71328,32988
zip:71334,686564
zip:71341,37892
zip:71342,353391
zip:71343,61655
zip:71350,138225
zip:71351,970409
zip:71360,1100710
zip:71366,164577
zip:71369,1687
zip:71371,46822
zip:71373,172676
zip:71375,41309
zip:71409,35502
zip:71417,49465
zip:71418,16595
zip:71433,123377
zip:71435,3272
zip:71446,468696
zip:71449,60827
zip:71457,2168285
zip:71459,97747
zip:71463,23182
zip:71465,387470
zip:71483,565497
zip:71485,100897
zip:71486,5338
zip:71601,24240
zip:71602,395515
zip:71603,2704409
zip:71635,903040
zip:71638,300221
zip:71639,16545
zip:71640,59582
zip:71646,187041
zip:71653,24934
zip:71654,617953
zip:71655,824017
zip:71665,164671
zip:71667,163587
zip:71670,29671
zip:71671,191118
zip:71701,1991684
zip:71720,15525
zip:71730,1184260
zip:71740,32196
zip:71742,136753
zip:71743,38069
zip:71744,574661
zip:71747,17404
zip:71753,823154
zip:71762,368357
zip:71764,70224
zip:71801,2492524
zip:71822,438672
zip:71826,42513
zip:71827,42469
zip:71832,174317
zip:71834,57711
zip:71836,41420
zip:71837,172948
zip:71838,219558
zip:71839,46434
zip:71845,171043
zip:71847,6040
zip:71851,101994
zip:71852,305530
zip:71854,1231
zip:71857,15715
zip:71858,25134
zip:71860,99158
zip:71861,49600
zip:71862,12209
zip:71901,395368
zip:71909,122126
zip:71913,1530510
zip:71921,127574
zip:71923,814368
zip:71929,77106
zip:71940,60202
zip:71941,53499
zip:71943,134550
zip:71950,48310
zip:71953,122205
zip:71956,1210
zip:71958,98481
zip:71960,3072
zip:71964,9519
zip:71968,9928
zip:71973,7119
zip:71999,1504
zip:72002,398035
zip:72006,20607
zip:72007,309100
zip:72010,133986
zip:72011,98766
zip:72012,76223
zip:72013,242124
zip:72015,1193395
zip:72016,51821
zip:72017,3899
zip:72019,635685
zip:72020,7190
zip:72021,30639
zip:72022,944673
zip:72023,724837
zip:72024,26702
zip:72025,28958
zip:72027,3914
zip:72029,122610
zip:72031,112514
zip:72032,447336
zip:72034,1660203
zip:72039,36912
zip:72040,2200
zip:72042,217609
zip:72044,1398
zip:72046,168433
zip:72055,11742
zip:72058,487263
zip:72063,24692
zip:72064,13951
zip:72065,45742
zip:72067,106897
zip:72076,2226896
zip:72078,102400
zip:72081,55159
zip:72086,578657
zip:72088,41531
zip:72101,113921
zip:72102,5933
zip:72103,72955
zip:72104,358045
zip:72106,24219
zip:72110,68523
zip:72112,570465
zip:72113,905159
zip:72114,828358
zip:72116,1560805
zip:72117,821119
zip:72118,617229
zip:72120,1849737
zip:72121,265822
zip:72126,196657
zip:72131,254701
zip:72132,444664
zip:72136,83683
zip:72141,2271
zip:72143,1028097
zip:72150,1060405
zip:72153,108056
zip:72160,673798
zip:72167,6414
zip:72170,9734
zip:72173,232312
zip:72175,65746
zip:72176,11875
zip:72201,6648
zip:72202,1322394
zip:72204,1663651
zip:72205,727155
zip:72206,1469167
zip:72207,270803
zip:72209,3078389
zip:72210,929493
zip:72211,1731700
zip:72212,396874
zip:72215,12995
zip:72223,1718933
zip:72227,244057
zip:72255,48075
zip:72301,4806535
zip:72315,2702225
zip:72324,13206
zip:72327,283
zip:72330,19278
zip:72331,163567
zip:72335,2645351
zip:72342,1405
zip:72348,10297
zip:72354,73485
zip:72360,28824
zip:72364,1039661
zip:72365,47173
zip:72370,204825
zip:72372,29013
zip:72376,170765
zip:72384,14309
zip:72390,1393868
zip:72396,426431
zip:72401,3691603
zip:72404,1273479
zip:72405,114026
zip:72411,35052
zip:72417,128032
zip:72419,55870
zip:72422,367152
zip:72432,107243
zip:72434,34569
zip:72437,11065
zip:72442,290444
zip:72443,26205
zip:72450,1418811
zip:72454,154051
zip:72455,516713
zip:72461,139926
zip:72466,86622
zip:72469,7452
zip:72472,294780
zip:72473,8032
zip:72476,288661
zip:72479,28656
zip:72482,294152
zip:72501,321935
zip:72512,77726
zip:72513,92634
zip:72519,38701
zip:72521,315383
zip:72529,550877
zip:72530,10806
zip:72532,77514
zip:72537,9116
zip:72542,12418
zip:72543,404140
zip:72554,100489
zip:72556,110592
zip:72560,212412
zip:72561,718
zip:72562,4915
zip:72565,84458
zip:72568,39102
zip:72569,8817
zip:72571,88452
zip:72579,15472
zip:72583,10774
zip:72584,9459
zip:72601,650663
zip:72611,6858
zip:72616,27266
zip:72619,2404
zip:72624,36067
zip:72628,154983
zip:72631,61579
zip:72634,185375
zip:72635,59896
zip:72638,53123
zip:72641,10904
zip:72642,9767
zip:72644,12004
zip:72645,34066
zip:72650,187216
zip:72653,701400
zip:72655,12746
zip:72658,188573
zip:72661,32602
zip:72669,9405
zip:72685,11795
zip:72686,10643
zip:72687,220882
zip:72701,505608
zip:72702,11554
zip:72703,357329
zip:72704,220075
zip:72712,608807
zip:72713,183213
zip:72714,48172
zip:72715,200816
zip:72718,33165
zip:72719,312754
zip:72722,4098
zip:72727,162286
zip:72730,113015
zip:72732,915
zip:72734,77318
zip:72736,13506
zip:72738,60940
zip:72740,333227
zip:72744,417720
zip:72745,29599
zip:72751,21898
zip:72753,248747
zip:72756,516858
zip:72758,539464
zip:72761,144309
zip:72762,564385
zip:72764,706450
zip:72774,37182
zip:72776,5666
zip:72801,134739
zip:72802,634712
zip:72821,74226
zip:72823,159136
zip:72824,9498
zip:72828,11191
zip:72830,204648
zip:72833,174105
zip:72834,484951
zip:72835,2613
zip:72837,115717
zip:72838,9951
zip:72840,1162
zip:72842,59634
zip:72845,50765
zip:72846,40233
zip:72847,107001
zip:72853,95056
zip:72854,25880
zip:72855,269465
zip:72857,4055
zip:72863,32010
zip:72901,825912
zip:72903,546952
zip:72904,732875
zip:72908,445041
zip:72916,319686
zip:72921,169839
zip:72923,102146
zip:72927,253278
zip:72932,30274
zip:72933,51841
zip:72936,293249
zip:72937,38383
zip:72940,4220
zip:72941,207452
zip:72943,8654
zip:72944,23533
zip:72946,90095
zip:72947,31592
zip:72949,401752
zip:72952,14820
zip:72956,1269000
zip:72958,78273
zip:72959,39943
zip:73003,82374
zip:73004,26236
zip:73005,12128
zip:73007,32426
zip:73008,217165
zip:73010,710857
zip:73012,736616
zip:73013,701041
zip:73015,131261
zip:73017,4886
zip:73018,282256
zip:73020,331449
zip:73025,136045
zip:73026,359398
zip:73028,37073
zip:73029,1532
zip:73034,684031
zip:73036,188912
zip:73044,351779
zip:73045,65715
zip:73047,96694
zip:73049,14428
zip:73051,177909
zip:73052,349246
zip:73054,16160
zip:73055,54433
zip:73064,624150
zip:73065,368367
zip:73068,326760
zip:73069,387877
zip:73071,474428
zip:73072,486220
zip:73075,471070
zip:73077,58692
zip:73078,93432
zip:73079,15780
zip:73080,170345
zip:73084,3085
zip:73086,99982
zip:73089,72279
zip:73090,9309
zip:73093,161010
zip:73096,208361
zip:73098,1369
zip:73099,1618276
zip:73101,2032
zip:73102,238548
zip:73103,66954
zip:73104,9441
zip:73105,105357
zip:73106,366597
zip:73107,473614
zip:73108,187119
zip:73109,4620611
zip:73110,1657810
zip:73111,488063
zip:73112,393138
zip:73114,377999
zip:73115,759867
zip:73116,173139
zip:73117,112507
zip:73118,153267
zip:73119,7012296
zip:73120,1636727
zip:73121,56376
zip:73122,167062
zip:73126,1109
zip:73127,639275
zip:73128,3263
zip:73129,959592
zip:73130,688900
zip:73131,53836
zip:73132,694499
zip:73134,57320
zip:73135,279880
zip:73136,37362
zip:73139,346183
zip:73142,404638
zip:73150,81808
zip:73151,8387
zip:73159,530687
zip:73160,802605
zip:73162,861086
zip:73165,59082
zip:73170,571693
zip:73179,168574
zip:73401,785342
zip:73433,19861
zip:73437,33732
zip:73438,12924
zip:73439,50147
zip:73446,186099
zip:73448,62341
zip:73450,11203
zip:73456,4140
zip:73458,9969
zip:73459,18238
zip:73460,49516
zip:73463,10757
zip:73481,63832
zip:73501,366377
zip:73502,1134
zip:73503,24627
zip:73505,1795178
zip:73507,565440
zip:73521,478093
zip:73527,115961
zip:73533,623716
zip:73538,137700
zip:73541,1688
zip:73543,130953
zip:73554,152335
zip:73569,12928
zip:73572,1111
zip:73620,1873
zip:73624,40258
zip:73626,84070
zip:73632,110301
zip:73644,367763
zip:73651,49860
zip:73662,8771
zip:73701,6913
zip:73703,573456
zip:73717,27351
zip:73727,23195
zip:73737,10805
zip:73738,2427
zip:73742,235423
zip:73749,2586
zip:73750,148063
zip:73754,957
zip:73760,10188
zip:73762,14170
zip:73772,21198
zip:73773,1141
zip:73801,129409
zip:73842,32714
zip:73848,6470
zip:73859,1408
zip:73932,17429
zip:73942,280485
zip:73945,286
zip:74003,91964
zip:74006,619235
zip:74008,503034
zip:74010,33318
zip:74011,273002
zip:74012,1889169
zip:74013,27903
zip:74014,489591
zip:74015,7488
zip:74016,38903
zip:74017,908694
zip:74019,392266
zip:74020,17311
zip:74021,396010
zip:74022,6496
zip:74023,96245
zip:74026,21515
zip:74027,6770
zip:74029,21355
zip:74033,74054
zip:74035,82839
zip:74036,68877
zip:74037,140009
zip:74041,4405
zip:74044,235050
zip:74047,256873
zip:74048,25759
zip:74051,42212
zip:74052,7553
zip:74053,19008
zip:74055,529355
zip:74056,11259
zip:74063,402966
zip:74066,598143
zip:74070,278863
zip:74073,3900
zip:74074,613398
zip:74075,82085
zip:74079,67507
zip:74080,9164
zip:74081,13193
zip:74084,64780
zip:74085,21968
zip:74102,180914
zip:74104,271996
zip:74105,972851
zip:74106,383500
zip:74107,649696
zip:74108,17355
zip:74110,274583
zip:74112,2526599
zip:74114,4174
zip:74115,883699
zip:74119,132728
zip:74120,69198
zip:74126,116131
zip:74127,757649
zip:74128,204899
zip:74129,365385
zip:74130,32216
zip:74131,43311
zip:74132,128663
zip:74133,775539
zip:74134,323474
zip:74135,37419
zip:74136,1410147
zip:74137,562264
zip:74145,424556
zip:74146,281187
zip:74182,36398
zip:74301,269033
zip:74330,16310
zip:74331,13539
zip:74332,9872
zip:74333,5308
zip:74337,73601
zip:74339,3962
zip:74344,715229
zip:74346,121547
zip:74347,50005
zip:74352,159788
zip:74354,18686
zip:74361,401959
zip:74363,10497
zip:74365,107207
zip:74366,110679
zip:74367,5729
zip:74369,1299
zip:74370,161684
zip:74401,454240
zip:74403,1107803
zip:74421,163159
zip:74425,5773
zip:74426,50901
zip:74427,42516
zip:74428,2150
zip:74429,45529
zip:74432,167638
zip:74434,50147
zip:74435,62158
zip:74436,168196
zip:74437,67381
zip:74441,250301
zip:74442,108315
zip:74445,17400
zip:74447,348978
zip:74450,1349
zip:74451,72561
zip:74454,75032
zip:74455,216493
zip:74462,369356
zip:74463,284
zip:74464,269036
zip:74467,391106
zip:74469,21528
zip:74470,7884
zip:74501,616562
zip:74525,8502
zip:74530,4753
zip:74536,4274
zip:74538,5036
zip:74552,2670
zip:74560,56278
zip:74571,11141
zip:74601,303179
zip:74604,159998
zip:74631,135538
zip:74637,71329
zip:74647,7724
zip:74650,2286
zip:74651,11077
zip:74701,1179253
zip:74723,15765
zip:74728,787251
zip:74729,31912
zip:74730,102535
zip:74740,10133
zip:74743,224747
zip:74745,466685
zip:74764,136899
zip:74766,2829
zip:74801,508356
zip:74804,375645
zip:74820,543571
zip:74824,45133
zip:74825,53827
zip:74826,21450
zip:74831,7887
zip:74834,20236
zip:74839,18893
zip:74848,26989
zip:74851,133435
zip:74854,87657
zip:74855,3475
zip:74857,282387
zip:74859,44442
zip:74860,217
zip:74864,91853
zip:74868,104945
zip:74871,8614
zip:74872,68864
zip:74873,207807
zip:74875,12643
zip:74883,11780
zip:74884,5487
zip:74901,71572
zip:74902,4847
zip:74937,7930
zip:74941,2452
zip:74944,18327
zip:74948,214546
zip:74953,678104
zip:74954,95292
zip:74955,479296
zip:74959,105471
zip:74960,233641
zip:74962,13941
zip:74964,11022
zip:74965,267631
zip:74966,667
zip:75001,36635
zip:75002,631541
zip:75006,530211
zip:75007,546448
zip:75009,93500
zip:75010,400881
zip:75013,883313
zip:75019,190606
zip:75020,748750
zip:75022,21155
zip:75023,58216
zip:75024,137275
zip:75025,218203
zip:75028,215055
zip:75032,237231
zip:75033,90869
zip:75034,375894
zip:75035,852029
zip:75036,203998
zip:75038,117581
zip:75039,195154
zip:75040,634709
zip:75041,255654
zip:75042,268752
zip:75043,1278400
zip:75044,833015
zip:75048,66934
zip:75050,723038
zip:75051,350526
zip:75052,2806800
zip:75053,40392
zip:75054,61752
zip:75056,498736
zip:75057,136178
zip:75060,442894
zip:75061,340248
zip:75062,654375
zip:75063,889461
zip:75065,204612
zip:75067,1369567
zip:75068,1300187
zip:75069,94173
zip:75070,1174081
zip:75071,1173307
zip:75072,413180
zip:75074,1185449
zip:75075,289065
zip:75076,34409
zip:75077,399721
zip:75078,1078407
zip:75080,494618
zip:75081,182238
zip:75082,66278
zip:75087,603248
zip:75088,116108
zip:75089,311997
zip:75090,1051322
zip:75092,695984
zip:75093,417767
zip:75094,33924
zip:75098,1042927
zip:75103,310753
zip:75104,1513976
zip:75109,1520
zip:75110,593621
zip:75114,373226
zip:75115,2942935
zip:75116,555021
zip:75117,48766
zip:75119,843311
zip:75123,8746
zip:75124,53543
zip:75125,302171
zip:75126,3298355
zip:75132,1495
zip:75134,327677
zip:75135,160921
zip:75137,569360
zip:75140,1386
zip:75141,188603
zip:75142,484237
zip:75143,99470
zip:75146,1511955
zip:75147,2060
zip:75148,57745
zip:75149,1861107
zip:75150,1798554
zip:75152,17364
zip:75154,779607
zip:75155,15028
zip:75156,802662
zip:75158,2114
zip:75159,566246
zip:75160,329393
zip:75161,115103
zip:75163,2473
zip:75165,1407394
zip:75166,148650
zip:75167,7349
zip:75169,318094
zip:75172,116711
zip:75173,64442
zip:75180,413571
zip:75181,305894
zip:75182,171672
zip:75189,926782
zip:75201,688556
zip:75202,70596
zip:75203,3681287
zip:75204,717918
zip:75205,366414
zip:75206,342376
zip:75207,581356
zip:75208,559571
zip:75209,89937
zip:75210,61892
zip:75211,1279936
zip:75212,235690
zip:75214,719286
zip:75215,210763
zip:75216,4382383
zip:75217,1217770
zip:75218,196425
zip:75219,1831485
zip:75220,160388
zip:75224,68558
zip:75225,186173
zip:75226,54009
zip:75227,611872
zip:75228,9081870
zip:75229,204612
zip:75230,172529
zip:75231,689111
zip:75232,467494
zip:75233,57395
zip:75234,533906
zip:75235,354983
zip:75236,1616793
zip:75237,331543
zip:75238,226930
zip:75240,196663
zip:75241,398380
zip:75243,1093377
zip:75244,99210
zip:75246,35020
zip:75247,64199
zip:75248,321282
zip:75249,1223601
zip:75251,22029
zip:75252,9066302
zip:75253,91658
zip:75254,557556
zip:75270,8576653
zip:75287,1991806
zip:75315,1497
zip:75354,2827
zip:75401,269863
zip:75402,319841
zip:75407,424941
zip:75409,413321
zip:75410,249764
zip:75411,17499
zip:75416,24654
zip:75417,9453
zip:75418,15382
zip:75420,12267
zip:75422,12118
zip:75423,59483
zip:75424,242928
zip:75426,185786
zip:75428,12626
zip:75432,3010
zip:75437,54354
zip:75440,77709
zip:75442,23676
zip:75447,2233
zip:75452,322294
zip:75453,31603
zip:75454,391385
zip:75455,760155
zip:75457,9029
zip:75460,717784
zip:75462,2203
zip:75472,9951
zip:75474,95416
zip:75480,41833
zip:75482,447266
zip:75490,123882
zip:75491,10523
zip:75494,162062
zip:75495,269381
zip:75497,44425
zip:75501,4146197
zip:75503,2525229
zip:75504,534314
zip:75551,449528
zip:75556,21807
zip:75559,20263
zip:75563,7535
zip:75568,17390
zip:75569,48350
zip:75570,361228
zip:75572,15665
zip:75574,93510
zip:75599,135656
zip:75601,264256
zip:75602,312743
zip:75603,182372
zip:75604,1362504
zip:75605,2210178
zip:75633,407806
zip:75638,95086
zip:75640,35889
zip:75644,618604
zip:75645,375134
zip:75647,123366
zip:75650,35430
zip:75652,599390
zip:75654,790359
zip:75657,52152
zip:75662,938191
zip:75670,606691
zip:75672,828100
zip:75686,324961
zip:75691,12043
zip:75693,135852
zip:75701,786428
zip:75702,839727
zip:75703,1877386
zip:75704,14213
zip:75705,78194
zip:75707,85836
zip:75708,335
zip:75709,75415
zip:75751,299349
zip:75752,2162
zip:75754,87903
zip:75755,23639
zip:75756,5085
zip:75757,309364
zip:75758,93669
zip:75762,771324
zip:75763,19172
zip:75765,281300
zip:75766,413239
zip:75770,49886
zip:75771,413039
zip:75773,97977
zip:75778,110927
zip:75783,387218
zip:75785,4722
zip:75790,103276
zip:75791,43921
zip:75792,233
zip:75801,1348230
zip:75803,240640
zip:75831,358972
zip:75835,592562
zip:75838,25462
zip:75839,132070
zip:75840,211991
zip:75846,12187
zip:75852,2898
zip:75853,3561
zip:75855,1368
zip:75859,10525
zip:75861,21644
zip:75862,443140
zip:75901,495447
zip:75904,1911444
zip:75925,6080
zip:75929,15928
zip:75935,511204
zip:75938,6731
zip:75946,147291
zip:75948,425768
zip:75949,72752
zip:75951,694752
zip:75954,4223
zip:75956,17056
zip:75960,73505
zip:75961,210025
zip:75964,659606
zip:75965,673401
zip:75969,8587
zip:75972,7301
zip:75979,226504
zip:76001,879105
zip:76002,719805
zip:76005,13237
zip:76006,526484
zip:76008,68734
zip:76009,261709
zip:76010,1565709
zip:76011,683689
zip:76012,282335
zip:76013,2130796
zip:76014,326331
zip:76015,33897
zip:76016,215448
zip:76017,1388345
zip:76018,597307
zip:76020,1369754
zip:76021,1136735
zip:76022,9143
zip:76028,1055230
zip:76031,45279
zip:76033,487422
zip:76034,14882
zip:76036,1088392
zip:76039,984474
zip:76040,177665
zip:76043,52480
zip:76044,90680
zip:76048,198000
zip:76049,650753
zip:76050,16098
zip:76051,225447
zip:76052,755748
zip:76053,462156
zip:76054,78816
zip:76055,38874
zip:76058,289397
zip:76059,35231
zip:76060,6315
zip:76063,1560171
zip:76065,458663
zip:76067,361952
zip:76071,15621
zip:76073,3964
zip:76078,24348
zip:76082,31904
zip:76084,274271
zip:76085,6876
zip:76086,196792
zip:76087,1235633
zip:76088,809011
zip:76092,224438
zip:76102,46279
zip:76103,3230
zip:76104,1399
zip:76105,195172
zip:76106,323199
zip:76107,791259
zip:76108,3867817
zip:76109,348574
zip:76110,60169
zip:76111,118893
zip:76112,1991459
zip:76114,208296
zip:76115,41891
zip:76116,789659
zip:76117,112401
zip:76118,118438
zip:76119,1377118
zip:76120,214607
zip:76123,1407868
zip:76126,358894
zip:76131,1030322
zip:76132,330607
zip:76133,1537833
zip:76134,1102319
zip:76135,147718
zip:76137,881847
zip:76140,455886
zip:76148,506363
zip:76155,646459
zip:76164,1117
zip:76177,202652
zip:76179,1598946
zip:76180,649415
zip:76182,546829
zip:76195,133305
zip:76201,232133
zip:76203,21294
zip:76205,107420
zip:76207,232099
zip:76208,165307
zip:76209,444757
zip:76210,585048
zip:76226,271203
zip:76227,1355112
